0.717,-0.009,-0.126,-0.126,-0.009,0.717
0.545,-0.203,0.038,-0.203,0.038,0.545
0.63,0.8,-0.519,-0.519,0.63,0.8
-0.837,-0.954,0.16,-0.954,-0.837,0.16
-0.148,-0.201,0.625,-0.201,-0.148,0.625
0.665,-0.39,0.751,-0.39,0.665,0.751
-0.119,0.589,-0.029,-0.119,-0.029,0.589
-0.036,-0.599,0.757,-0.599,-0.036,0.757
0.989,0.152,0.353,0.152,0.353,0.989
0.227,0.08,-0.413,-0.413,0.08,0.227
-0.677,0.833,-0.055,-0.677,-0.055,0.833
-0.003,-0.038,-0.949,-0.949,-0.038,-0.003
-0.345,0.025,0.947,-0.345,0.025,0.947
0.481,0.313,-0.388,-0.388,0.313,0.481
0.044,0.22,-0.863,-0.863,0.044,0.22
-0.738,-0.236,0.643,-0.738,-0.236,0.643
-0.428,-0.239,-0.554,-0.554,-0.428,-0.239
-0.864,0.157,-0.576,-0.864,-0.576,0.157
-0.637,-0.127,0.253,-0.637,-0.127,0.253
0.582,0.934,-0.338,-0.338,0.582,0.934
0.628,0.269,0.279,0.269,0.279,0.628
-0.787,0.621,0.969,-0.787,0.621,0.969
0.518,-0.358,0.63,-0.358,0.518,0.63
0.551,-0.803,0.649,-0.803,0.551,0.649
0.225,0.266,-0.588,-0.588,0.225,0.266
-0.577,0.447,-0.008,-0.577,-0.008,0.447
-0.961,-0.884,0.785,-0.961,-0.884,0.785
-0.957,-0.34,0.743,-0.957,-0.34,0.743
-0.389,-0.781,-0.17,-0.781,-0.389,-0.17
0.68,0.489,0.905,0.489,0.68,0.905
-0.096,0.414,-0.49,-0.49,-0.096,0.414
0.145,0.164,0.473,0.145,0.164,0.473
0.388,0.299,0.441,0.299,0.388,0.441
0.038,-0.32,-0.541,-0.541,-0.32,0.038
-0.508,0.741,-0.899,-0.899,-0.508,0.741
-0.967,-0.467,0.553,-0.967,-0.467,0.553
-0.768,-0.827,-0.364,-0.827,-0.768,-0.364
0.364,-0.042,0.588,-0.042,0.364,0.588
0.063,-0.875,0.425,-0.875,0.063,0.425
-0.15,-0.793,0.568,-0.793,-0.15,0.568
0.613,-0.45,-0.314,-0.45,-0.314,0.613
-0.9,-0.842,0.596,-0.9,-0.842,0.596
-0.139,-0.359,-0.356,-0.359,-0.356,-0.139
0.72,-0.957,-0.386,-0.957,-0.386,0.72
-0.131,-0.633,0.766,-0.633,-0.131,0.766
0.985,-0.359,-0.979,-0.979,-0.359,0.985
0.097,-0.311,-0.634,-0.634,-0.311,0.097
-0.369,-0.935,-0.951,-0.951,-0.935,-0.369
-0.769,-0.741,-0.38,-0.769,-0.741,-0.38
0.969,0.992,-0.874,-0.874,0.969,0.992
0.895,0.581,-0.759,-0.759,0.581,0.895
-0.138,-0.274,0.656,-0.274,-0.138,0.656
0.32,0.345,-0.981,-0.981,0.32,0.345
-0.663,-0.172,0.686,-0.663,-0.172,0.686
-0.009,0.588,0.734,-0.009,0.588,0.734
-0.756,-0.719,-0.679,-0.756,-0.719,-0.679
-0.489,0.698,-0.694,-0.694,-0.489,0.698
-0.213,0.672,-0.32,-0.32,-0.213,0.672
-0.179,0.369,0.765,-0.179,0.369,0.765
-0.179,0.062,0.51,-0.179,0.062,0.51
0.782,-0.72,-0.017,-0.72,-0.017,0.782
0.125,-0.361,0.671,-0.361,0.125,0.671
-0.745,0.427,-0.463,-0.745,-0.463,0.427
0.424,0.435,-0.425,-0.425,0.424,0.435
0.964,0.89,0.202,0.202,0.89,0.964
-0.553,0.112,-0.958,-0.958,-0.553,0.112
0.658,-0.211,-0.402,-0.402,-0.211,0.658
0.196,0.532,0.229,0.196,0.229,0.532
-0.012,-0.684,-0.477,-0.684,-0.477,-0.012
0.524,0.755,-0.465,-0.465,0.524,0.755
-0.063,0.888,0.543,-0.063,0.543,0.888
0.456,-0.485,0.699,-0.485,0.456,0.699
0.299,0.649,0.061,0.061,0.299,0.649
-0.189,0.554,0.416,-0.189,0.416,0.554
-0.164,0.797,0.831,-0.164,0.797,0.831
-0.892,-0.231,0.689,-0.892,-0.231,0.689
-0.57,-0.378,0.546,-0.57,-0.378,0.546
-0.963,0.104,-0.864,-0.963,-0.864,0.104
0.403,0.25,-0.895,-0.895,0.25,0.403
0.353,0.63,-0.902,-0.902,0.353,0.63
-0.527,-0.201,0.253,-0.527,-0.201,0.253
0.342,0.528,-0.94,-0.94,0.342,0.528
0.08,0.136,0.413,0.08,0.136,0.413
0.004,0.429,-0.054,-0.054,0.004,0.429
-0.336,0.241,0.921,-0.336,0.241,0.921
-0.986,0.698,0.14,-0.986,0.14,0.698
0.04,-0.994,-0.533,-0.994,-0.533,0.04
0.529,-0.315,-0.619,-0.619,-0.315,0.529
0.094,0.747,0.191,0.094,0.191,0.747
-0.578,0.712,-0.312,-0.578,-0.312,0.712
0.393,-0.047,0.775,-0.047,0.393,0.775
0.274,0.724,-0.4,-0.4,0.274,0.724
-0.964,-0.555,-0.364,-0.964,-0.555,-0.364
0.186,0.55,-0.081,-0.081,0.186,0.55
0.446,0.301,-0.848,-0.848,0.301,0.446
-1,0.653,0.207,-1,0.207,0.653
0.991,0.296,-0.816,-0.816,0.296,0.991
-0.018,-0.719,-0.195,-0.719,-0.195,-0.018
0.908,-0.909,0.131,-0.909,0.131,0.908
0.588,-0.423,0.898,-0.423,0.588,0.898
-0.814,-0.352,0.499,-0.814,-0.352,0.499
0.265,0.031,0.847,0.031,0.265,0.847
0.843,0.046,0.251,0.046,0.251,0.843
0.707,0.142,-0.82,-0.82,0.142,0.707
0.927,-0.2,0.065,-0.2,0.065,0.927
0.302,0.112,0.878,0.112,0.302,0.878
-0.212,-0.74,0.776,-0.74,-0.212,0.776
-0.086,0.624,-0.541,-0.541,-0.086,0.624
-0.718,0.152,0.034,-0.718,0.034,0.152
-0.795,0.139,-0.119,-0.795,-0.119,0.139
0.487,0.628,0.058,0.058,0.487,0.628
-0.727,0.289,-0.643,-0.727,-0.643,0.289
0.654,0.415,-0.569,-0.569,0.415,0.654
-0.456,0.874,-0.318,-0.456,-0.318,0.874
-0.522,0.579,-0.869,-0.869,-0.522,0.579
0.146,-0.527,-0.345,-0.527,-0.345,0.146
-0.444,0.182,-0.975,-0.975,-0.444,0.182
0.73,0.914,-0.724,-0.724,0.73,0.914
0.565,0.187,-0.5,-0.5,0.187,0.565
-0.46,-0.829,0.72,-0.829,-0.46,0.72
0.255,0.12,-0.721,-0.721,0.12,0.255
0.536,0.757,-0.162,-0.162,0.536,0.757
0.95,-0.426,-0.352,-0.426,-0.352,0.95
0.144,-0.019,-0.628,-0.628,-0.019,0.144
-0.601,-0.472,-0.07,-0.601,-0.472,-0.07
-0.419,0.421,0.529,-0.419,0.421,0.529
-0.567,0.778,0.63,-0.567,0.63,0.778
0.962,-0.749,-0.597,-0.749,-0.597,0.962
-0.972,-0.644,0.85,-0.972,-0.644,0.85
0.147,-0.87,-0.06,-0.87,-0.06,0.147
0.97,0.985,-0.8,-0.8,0.97,0.985
-0.575,-0.398,-0.18,-0.575,-0.398,-0.18
-0.67,0.171,-0.675,-0.675,-0.67,0.171
-0.812,0.61,0.478,-0.812,0.478,0.61
0.943,-0.259,-0.266,-0.266,-0.259,0.943
-0.142,0.497,-0.196,-0.196,-0.142,0.497
-0.982,-0.439,0.803,-0.982,-0.439,0.803
-0.03,0.66,-0.048,-0.048,-0.03,0.66
-0.862,-0.331,-0.181,-0.862,-0.331,-0.181
-0.37,-0.278,-0.569,-0.569,-0.37,-0.278
0.66,-0.285,-0.9,-0.9,-0.285,0.66
-0.963,-0.726,-0.269,-0.963,-0.726,-0.269
-0.931,0.189,0.029,-0.931,0.029,0.189
0.631,0.464,-0.506,-0.506,0.464,0.631
0.067,-0.429,-0.247,-0.429,-0.247,0.067
-0.225,0.994,0.797,-0.225,0.797,0.994
0.253,0.631,0.042,0.042,0.253,0.631
0.94,0.229,-0.892,-0.892,0.229,0.94
0.263,-0.275,-0.719,-0.719,-0.275,0.263
0.385,0.232,-0.735,-0.735,0.232,0.385
0.704,0.938,-0.947,-0.947,0.704,0.938
0.577,0.601,-0.339,-0.339,0.577,0.601
-0.667,-0.421,0.888,-0.667,-0.421,0.888
0.222,0.457,0.209,0.209,0.222,0.457
-0.569,0.018,-0.733,-0.733,-0.569,0.018
-0.161,-0.932,0.078,-0.932,-0.161,0.078
-0.952,0.687,0.529,-0.952,0.529,0.687
0.705,0.535,-0.319,-0.319,0.535,0.705
-0.658,0.512,-0.81,-0.81,-0.658,0.512
0.656,-0.217,0.866,-0.217,0.656,0.866
0.886,0.964,0.445,0.445,0.886,0.964
0.166,-0.365,-0.822,-0.822,-0.365,0.166
-0.092,0.666,0.79,-0.092,0.666,0.79
-0.075,0.908,-0.348,-0.348,-0.075,0.908
-0.052,-0.739,-0.09,-0.739,-0.09,-0.052
0.341,-0.912,0.082,-0.912,0.082,0.341
0.81,0.528,-0.704,-0.704,0.528,0.81
0.016,-0.648,-0.986,-0.986,-0.648,0.016
0.255,-0.531,-0.487,-0.531,-0.487,0.255
0.655,-0.111,-0.765,-0.765,-0.111,0.655
0.632,0.95,0.571,0.571,0.632,0.95
0.99,-0.307,0.791,-0.307,0.791,0.99
0.48,-0.586,0.393,-0.586,0.393,0.48
0.769,-0.162,-0.56,-0.56,-0.162,0.769
-0.673,-0.1,-0.572,-0.673,-0.572,-0.1
-0.122,0.292,-0.772,-0.772,-0.122,0.292
-0.337,0.172,-0.737,-0.737,-0.337,0.172
-0.525,-0.79,-0.29,-0.79,-0.525,-0.29
0.236,0.977,0.806,0.236,0.806,0.977
-0.091,0.716,-0.328,-0.328,-0.091,0.716
-0.789,-0.179,-0.545,-0.789,-0.545,-0.179
0.606,-0.665,-0.524,-0.665,-0.524,0.606
-0.662,0.01,0.021,-0.662,0.01,0.021
0.036,0.548,0.596,0.036,0.548,0.596
-0.915,0.175,-0.793,-0.915,-0.793,0.175
-0.914,0.76,0.858,-0.914,0.76,0.858
-0.218,-0.972,0.251,-0.972,-0.218,0.251
0.911,0.314,0.072,0.072,0.314,0.911
-0.618,-0.694,0.285,-0.694,-0.618,0.285
0.63,0.959,-0.601,-0.601,0.63,0.959
0.663,0.793,-0.871,-0.871,0.663,0.793
-0.104,-0.826,0.46,-0.826,-0.104,0.46
-0.077,0.112,-0.9,-0.9,-0.077,0.112
0.59,0.724,0.484,0.484,0.59,0.724
0.226,-0.311,-0.085,-0.311,-0.085,0.226
0.925,-0.499,0.284,-0.499,0.284,0.925
-0.728,0.377,-0.857,-0.857,-0.728,0.377
-0.926,0.637,0.554,-0.926,0.554,0.637
-0.813,0.649,0.228,-0.813,0.228,0.649
-0.465,0.772,-0.926,-0.926,-0.465,0.772
0.627,0.877,0.355,0.355,0.627,0.877
0.666,-0.101,-0.373,-0.373,-0.101,0.666
-0.048,-0.973,0.871,-0.973,-0.048,0.871
0.509,0.296,0.972,0.296,0.509,0.972
-0.215,-0.478,0.048,-0.478,-0.215,0.048
0.78,-0.9,-0.671,-0.9,-0.671,0.78
0.931,-0.114,0.858,-0.114,0.858,0.931
-0.214,0.329,-0.361,-0.361,-0.214,0.329
0.943,-0.223,-0.918,-0.918,-0.223,0.943
-0.047,-0.281,0.185,-0.281,-0.047,0.185
-0.57,-0.917,-0.579,-0.917,-0.579,-0.57
-0.968,-0.452,-0.408,-0.968,-0.452,-0.408
0.643,-0.25,-0.904,-0.904,-0.25,0.643
-0.457,0.644,-0.241,-0.457,-0.241,0.644
-0.839,0.046,-0.961,-0.961,-0.839,0.046
0.328,0.397,-0.511,-0.511,0.328,0.397
0.087,0.166,0.346,0.087,0.166,0.346
0.862,-0.728,0.335,-0.728,0.335,0.862
0.533,-0.397,-0.569,-0.569,-0.397,0.533
-0.242,0.607,-0.677,-0.677,-0.242,0.607
0.86,-0.111,0.955,-0.111,0.86,0.955
0.063,0.396,-0.349,-0.349,0.063,0.396
-0.739,-0.726,-0.078,-0.739,-0.726,-0.078
0.777,-0.169,0.569,-0.169,0.569,0.777
0.75,-0.299,0.409,-0.299,0.409,0.75
-0.194,0.209,-1,-1,-0.194,0.209
-0.808,-0.789,0.634,-0.808,-0.789,0.634
-0.799,-0.93,-0.582,-0.93,-0.799,-0.582
0.677,-0.394,-0.443,-0.443,-0.394,0.677
-0.437,0.928,-0.434,-0.437,-0.434,0.928
0.469,0.18,0.653,0.18,0.469,0.653
-0.898,-0.846,-0.389,-0.898,-0.846,-0.389
