0.644,0.382,0.85,0.76,0.609,0.616
0.532,0.153,0.188,0.985,0.553,0.343
0.563,0.472,0.765,0.718,0.384,0.619
0.974,0.631,0.888,0.875,0.868,0.803
0.657,0.286,0.488,0.909,0.393,0.472
0,0.089,0.923,0.651,1,0.462
0.031,0.85,0.765,0.483,0.93,0.441
0.987,0.388,0.569,0.95,0.958,0.688
0.972,0.218,0.522,0.933,0.931,0.595
0.613,0.319,0.695,0.797,0.381,0.507
0.527,0.063,0.891,0.76,0.868,0.477
0.878,0.09,0.382,0.938,0.814,0.484
0.682,0.028,0.131,0.974,0.921,0.355
0.618,0.202,0.265,0.975,0.507,0.41
0.3,0.583,0.607,0.513,0.338,0.454
0.58,0.24,0.597,0.825,0.427,0.419
0.969,0.77,0.079,0.129,0.935,0.524
0.97,0.405,0.23,0.039,0.925,0.6
0.957,0.222,0.769,0.876,0.895,0.59
0.087,0.958,0.301,0.374,0.912,0.523
0.686,0.123,0.303,0.947,0.696,0.405
0.564,0.744,0.409,0.256,0.396,0.577
0.621,0.026,0.695,0.815,0.928,0.361
0.008,0.045,0.453,0.653,0.965,0.231
0.671,0.47,0.568,0.919,0.234,0.571
0.636,0.138,0.806,0.791,0.708,0.472
0.344,0.424,0.803,0.638,0.538,0.574
0.508,0.628,0.68,0.55,0.212,0.594
0.158,0.202,0.465,0.643,0.493,0.312
0.792,0.618,0.956,0.752,0.793,0.787
0.727,0.421,0.883,0.777,0.664,0.652
0.141,0.606,0.621,0.505,0.63,0.381
0.69,0.467,0.397,0.04,0.321,0.544
0.349,0.157,0.89,0.71,0.769,0.524
0.368,0.001,0.052,0.977,0.995,0.185
0.865,0.143,0.139,0.001,0.729,0.502
0.781,0.033,0.593,0.875,0.919,0.407
0.787,0.412,0.975,0.778,0.918,0.694
0.507,0.787,0.67,0.43,0.397,0.647
0.875,0.775,0.463,0.126,0.622,0.669
0.166,0.177,0.833,0.664,0.668,0.5
0.837,0.407,0.501,0.964,0.569,0.622
0.463,0.333,0.619,0.742,0.3,0.476
0.703,0.819,0.294,0.203,0.592,0.557
0.276,0.898,0.879,0.495,0.753,0.587
0.139,0.082,0.872,0.679,0.828,0.477
0.757,0.028,0.75,0.835,0.929,0.393
0.805,0.724,0.227,0.143,0.597,0.516
0.062,0.951,0.158,0.351,0.901,0.507
0.996,0.896,0.132,0.147,0.991,0.564
0.479,0.599,0.944,0.624,0.806,0.712
0.953,0.228,0.847,0.858,0.885,0.591
0.057,0.628,0.525,0.47,0.834,0.343
0.679,0.032,0.512,0.876,0.91,0.356
0.818,0.411,0.507,0.961,0.528,0.614
0.698,0.15,0.397,0.925,0.646,0.424
0.255,0.102,0.783,0.704,0.769,0.443
0.409,0.781,0.265,0.287,0.541,0.523
0.701,0.772,0.536,0.217,0.341,0.654
0.513,0.474,0.958,0.68,0.852,0.716
0.301,0.209,0.522,0.716,0.428,0.366
0.996,0.528,0.579,0.982,0.983,0.762
0.241,0.59,0.106,0.287,0.695,0.348
0.921,0.492,0.789,0.885,0.731,0.707
0.668,0.791,0.149,0.199,0.683,0.47
0.363,0.736,0.676,0.473,0.414,0.55
0.961,0.294,0.434,0.965,0.895,0.628
0.085,0.312,0.631,0.597,0.763,0.358
0.002,0.975,0.072,0.345,0.996,0.489
0.813,0.84,0.757,0.221,0.206,0.799
0.609,0.594,0.858,0.676,0.482,0.726
0.42,0.246,0.771,0.722,0.534,0.509
0.313,0.973,0.225,0.314,0.933,0.599
0.41,0.219,0.67,0.737,0.507,0.445
0.185,0.061,0.157,0.871,0.504,0.123
0.003,0.086,0.036,0.4,0.933,0.045
0.695,0.883,0.416,0.234,0.666,0.65
0.434,0.261,0.937,0.709,0.843,0.599
0.862,0.175,0.467,0.929,0.713,0.519
0.126,0.112,0.087,0.107,0.183,0.107
0.283,0.311,0.917,0.659,0.793,0.6
0.219,0.1,0.393,0.734,0.594,0.247
0.587,0.261,0.193,0.029,0.505,0.39
0.135,0.33,0.202,0.391,0.419,0.233
0.569,0.817,0.976,0.565,0.895,0.773
0.731,0.339,0.936,0.776,0.823,0.638
0.462,0.765,0.269,0.268,0.513,0.517
0.514,0.852,0.147,0.247,0.706,0.5
0.944,0.256,0.814,0.865,0.86,0.6
0.548,0.835,0.316,0.259,0.611,0.576
0.702,0.589,0.747,0.786,0.238,0.668
0.078,0.311,0.223,0.437,0.599,0.195
0.445,0.102,0.081,0.01,0.692,0.263
0.07,0.318,0.564,0.583,0.779,0.317
0.592,0.84,0.565,0.317,0.462,0.702
0.13,0.671,0.015,0.304,0.956,0.343
0.727,0.317,0.415,0.96,0.429,0.522
0.317,0.11,0.549,0.745,0.666,0.33
0.368,0.514,0.923,0.623,0.783,0.646
0.098,0.097,0.366,0.667,0.581,0.231
0.921,0.447,0.78,0.883,0.75,0.684
0.668,0.34,0.662,0.836,0.331,0.504
0.689,0.871,0.617,0.286,0.496,0.744
0.356,0.989,0.554,0.385,0.966,0.673
0.893,0.225,0.462,0.941,0.757,0.559
0.938,0.281,0.017,0.048,0.964,0.478
0.02,0.962,0.995,0.506,0.99,0.508
0.305,0.869,0.694,0.448,0.683,0.587
0.19,0.322,0.169,0.31,0.312,0.246
0.534,0.503,0.538,0.814,0.036,0.521
0.716,0.627,0.728,0.814,0.157,0.678
0.79,0.149,0.911,0.807,0.811,0.53
0.779,0.329,0.517,0.93,0.504,0.554
0.464,0.872,0.047,0.249,0.898,0.46
0.977,0.288,0.669,0.908,0.937,0.633
0.379,0.691,0.627,0.466,0.335,0.535
0.874,0.989,0.557,0.211,0.952,0.773
0.489,0.862,0.493,0.335,0.575,0.676
0.904,0.691,0.198,0.116,0.786,0.551
0.839,0.445,0.229,0.059,0.655,0.534
0.626,0.969,0.639,0.34,0.847,0.798
